2014-01-01,0,23,250,
2014-01-01,1,24,750,
2014-01-01,2,25,750,
2014-01-01,3,26,750,
2014-01-01,4,27,750,
2014-01-01,5,27,1000,
2014-01-01,6,28,750,
2014-01-01,7,27,750,
2014-01-01,8,28,750,
2014-01-01,9,31,750,
2014-01-01,10,34,750,
2014-01-01,11,38,750,
2014-01-01,12,38,750,
2014-01-01,13,39,750,
2014-01-01,14,39,750,
2014-01-01,15,39,750,
2014-01-01,16,39,1000,
2014-01-01,17,37,1000,
2014-01-01,18,36,1000,
2014-01-01,19,36,1000,
2014-01-01,20,35,1000,
2014-01-01,21,33,1000,
2014-01-01,22,32,1000,
2014-01-01,23,31,1000,
2014-01-02,0,30,1000,
2014-01-02,1,30,1000,
2014-01-02,2,30,1000,
2014-01-02,3,30,1000,
2014-01-02,4,30,1000,
2014-01-02,5,29,1000,2
2014-01-02,6,28,0,6
2014-01-02,7,28,0,4
2014-01-02,8,28,0,3
2014-01-02,9,27,1000,3
2014-01-02,10,26,0,3
2014-01-02,11,25,0,3
2014-01-02,12,25,0,1
2014-01-02,13,25,1000,1
2014-01-02,14,25,1000,
2014-01-02,15,23,0,
2014-01-02,16,19,0,
2014-01-02,17,16,1000,
2014-01-02,18,15,1000,
2014-01-02,19,15,1000,
2014-01-02,20,14,1000,
2014-01-02,21,14,1000,
2014-01-02,22,14,1000,
2014-01-02,23,12,1000,
2014-01-03,0,10,1000,
2014-01-03,1,9,1000,
2014-01-03,2,8,1000,
2014-01-03,3,7,500,
2014-01-03,4,5,500,
2014-01-03,5,4,750,
2014-01-03,6,3,250,
2014-01-03,7,1,0,
2014-01-03,8,2,0,
2014-01-03,9,5,0,
2014-01-03,10,6,0,
2014-01-03,11,10,0,
2014-01-03,12,13,0,
2014-01-03,13,14,0,
2014-01-03,14,12,0,
2014-01-03,15,12,250,
2014-01-03,16,11,500,
2014-01-03,17,10,500,
2014-01-03,18,9,500,
2014-01-03,19,10,1000,
2014-01-03,20,10,750,
2014-01-03,21,10,0,
2014-01-03,22,9,0,
2014-01-03,23,11,0,
2014-01-04,0,11,0,
2014-01-04,1,12,0,
2014-01-04,2,12,0,
2014-01-04,3,12,0,
2014-01-04,4,12,0,
2014-01-04,5,12,0,
2014-01-04,6,14,0,
2014-01-04,7,16,0,
2014-01-04,8,18,500,
2014-01-04,9,23,750,
2014-01-04,10,25,750,
2014-01-04,11,27,750,
2014-01-04,12,30,750,
2014-01-04,13,32,750,
2014-01-04,14,33,750,
2014-01-04,15,34,750,
2014-01-04,16,35,750,
2014-01-04,17,33,500,
2014-01-04,18,32,500,
2014-01-04,19,32,0,
2014-01-04,20,26,0,
2014-01-04,21,26,500,
2014-01-04,22,29,750,
2014-01-04,23,31,750,
2014-01-05,0,29,1000,
2014-01-05,1,30,1000,
2014-01-05,2,31,1000,
2014-01-05,3,32,1000,
