2014-03-04,14,31,500,
2014-03-04,15,33,250,
2014-03-04,16,32,250,
2014-03-04,17,32,750,
2014-03-04,18,29,250,
2014-03-04,19,28,500,
2014-03-04,20,27,500,
2014-03-04,21,27,250,
2014-03-04,22,24,250,
2014-03-04,23,23,0,
2014-03-05,0,20,0,
2014-03-05,1,21,500,
2014-03-05,2,19,500,
2014-03-05,3,19,750,
2014-03-05,4,19,750,
2014-03-05,5,19,750,
2014-03-05,6,19,250,
2014-03-05,7,20,0,
2014-03-05,8,24,250,
2014-03-05,9,27,0,
2014-03-05,10,30,0,
2014-03-05,11,32,500,
2014-03-05,12,33,750,
2014-03-05,13,34,750,
2014-03-05,14,35,750,
2014-03-05,15,33,1000,
2014-03-05,16,32,1000,
2014-03-05,17,29,1000,
2014-03-05,18,27,1000,
2014-03-05,19,26,250,
2014-03-05,20,25,750,
2014-03-05,21,24,500,
2014-03-05,22,23,500,
2014-03-05,23,22,250,
2014-03-06,0,22,500,
2014-03-06,1,21,750,
2014-03-06,2,20,500,
2014-03-06,3,20,500,
2014-03-06,4,20,500,
2014-03-06,5,20,500,
2014-03-06,6,20,750,
2014-03-06,7,21,750,
2014-03-06,8,25,750,
2014-03-06,9,29,500,
2014-03-06,10,31,750,
2014-03-06,11,36,750,
2014-03-06,12,39,750,
2014-03-06,13,42,750,
2014-03-06,14,43,750,
2014-03-06,15,45,750,
2014-03-06,16,45,500,
2014-03-06,17,43,500,
2014-03-06,18,41,1000,
2014-03-06,19,39,500,
2014-03-06,20,36,250,
2014-03-06,21,34,0,
2014-03-06,22,36,0,
2014-03-06,23,35,0,
2014-03-07,0,33,0,
2014-03-07,1,32,0,
2014-03-07,2,31,0,
2014-03-07,3,31,0,
2014-03-07,4,30,0,
2014-03-07,5,30,0,
2014-03-07,6,30,250,
2014-03-07,7,33,250,
2014-03-07,8,37,250,
2014-03-07,9,42,0,
2014-03-07,10,45,0,
2014-03-07,11,48,0,
2014-03-07,12,51,0,
2014-03-07,13,53,0,
2014-03-07,14,55,0,
2014-03-07,15,55,0,
2014-03-07,16,55,250,
2014-03-07,17,53,250,
2014-03-07,18,50,250,
2014-03-07,19,45,250,
2014-03-07,20,42,0,
2014-03-07,21,39,500,
2014-03-07,22,38,250,
2014-03-07,23,36,500,
2014-03-08,0,34,500,
2014-03-08,1,34,250,
2014-03-08,2,34,0,
2014-03-08,3,33,0,
2014-03-08,4,32,0,
2014-03-08,5,33,500,
2014-03-08,6,34,750,
2014-03-08,7,35,750,
2014-03-08,8,38,750,
2014-03-08,9,45,750,
2014-03-08,10,47,1000,
2014-03-08,11,51,500,
2014-03-08,12,53,1000,
2014-03-08,13,53,1000,
2014-03-08,14,53,1000,
2014-03-08,15,51,1000,
2014-03-08,16,47,1000,
2014-03-08,17,42,1000,
2014-03-08,18,38,1000,
2014-03-08,19,36,1000,
2014-03-08,20,34,1000,
2014-03-08,21,33,1000,
2014-03-08,22,32,1000,
2014-03-08,23,32,1000,
2014-03-09,0,32,1000,
2014-03-09,1,32,1000,
2014-03-09,2,32,1000,
2014-03-09,3,32,1000,
2014-03-09,4,31,1000,
2014-03-09,5,31,1000,
2014-03-09,6,31,750,
2014-03-09,7,31,750,
2014-03-09,8,31,500,
2014-03-09,9,35,500,
2014-03-09,10,36,500,
2014-03-09,11,38,500,
2014-03-09,12,41,250,
2014-03-09,13,42,500,
2014-03-09,14,43,750,
2014-03-09,15,44,750,
2014-03-09,16,43,1000,
2014-03-09,17,43,750,
2014-03-09,18,42,750,
2014-03-09,19,42,1000,
2014-03-09,20,41,1000,
2014-03-09,21,41,1000,
2014-03-09,22,40,500,
2014-03-09,23,39,750,
2014-03-10,0,37,500,
2014-03-10,1,36,0,
2014-03-10,2,35,0,
2014-03-10,3,36,0,
2014-03-10,4,36,0,
2014-03-10,5,36,0,
2014-03-10,6,37,750,
2014-03-10,7,38,1000,
2014-03-10,8,41,1000,
2014-03-10,9,44,1000,
2014-03-10,10,45,1000,
2014-03-10,11,47,1000,
2014-03-10,12,50,1000,
2014-03-10,13,54,750,
2014-03-10,14,57,750,
2014-03-10,15,57,500,
2014-03-10,16,59,500,
2014-03-10,17,61,750,
2014-03-10,18,59,750,
2014-03-10,19,56,750,
2014-03-10,20,54,750,
2014-03-10,21,52,750,
2014-03-10,22,52,750,
2014-03-10,23,51,500,
2014-03-11,0,50,750,
2014-03-11,1,49,500,
2014-03-11,2,51,750,
2014-03-11,3,52,1000,
2014-03-11,4,52,1000,
2014-03-11,5,52,1000,
2014-03-11,6,53,1000,
2014-03-11,7,53,750,
2014-03-11,8,54,750,
2014-03-11,9,54,500,
2014-03-11,10,60,500,
2014-03-11,11,62,500,
2014-03-11,12,64,500,
2014-03-11,13,66,500,
2014-03-11,14,69,750,
2014-03-11,15,67,1000,
2014-03-11,16,66,1000,
2014-03-11,17,66,750,
2014-03-11,18,62,1000,
2014-03-11,19,58,1000,
2014-03-11,20,56,1000,
2014-03-11,21,56,1000,
2014-03-11,22,55,1000,
2014-03-11,23,53,1000,
2014-03-12,0,52,1000,
2014-03-12,1,50,1000,
2014-03-12,2,48,1000,4
2014-03-12,3,46,1000,7
2014-03-12,4,45,1000,14
2014-03-12,5,44,1000,15
2014-03-12,6,44,1000,5
2014-03-12,7,44,1000,
2014-03-12,8,42,1000,20
2014-03-12,9,35,1000,6
2014-03-12,10,37,1000,
2014-03-12,11,36,1000,
2014-03-12,12,34,1000,
2014-03-12,13,33,1000,
2014-03-12,14,32,1000,
2014-03-12,15,31,1000,
2014-03-12,16,28,1000,
2014-03-12,17,27,1000,
2014-03-12,18,25,1000,
2014-03-12,19,24,1000,
2014-03-12,20,22,750,
2014-03-12,21,21,250,
2014-03-12,22,20,500,
2014-03-12,23,19,250,
2014-03-13,0,17,0,
2014-03-13,1,15,250,
2014-03-13,2,14,500,
2014-03-13,3,14,1000,
2014-03-13,4,15,750,
2014-03-13,5,14,750,
2014-03-13,6,14,250,
2014-03-13,7,16,0,
2014-03-13,8,18,500,
2014-03-13,9,21,250,
2014-03-13,10,22,250,
2014-03-13,11,24,250,
2014-03-13,12,26,250,
2014-03-13,13,29,250,
2014-03-13,14,31,500,
2014-03-13,15,31,250,
2014-03-13,16,32,750,
2014-03-13,17,32,1000,
2014-03-13,18,33,1000,
2014-03-13,19,33,1000,
2014-03-13,20,33,1000,
2014-03-13,21,34,1000,
2014-03-13,22,34,1000,
2014-03-13,23,34,750,
2014-03-14,0,32,250,
2014-03-14,1,33,0,
2014-03-14,2,32,0,
2014-03-14,3,33,0,
2014-03-14,4,33,0,
2014-03-14,5,33,0,
2014-03-14,6,34,250,
2014-03-14,7,38,250,
2014-03-14,8,41,250,
2014-03-14,9,46,500,
2014-03-14,10,51,750,
2014-03-14,11,54,750,
2014-03-14,12,59,750,
2014-03-14,13,60,750,
2014-03-14,14,61,750,
2014-03-14,15,63,500,
2014-03-14,16,62,1000,
2014-03-14,17,59,1000,
2014-03-14,18,58,1000,
2014-03-14,19,57,1000,
2014-03-14,20,56,1000,
2014-03-14,21,55,1000,
2014-03-14,22,50,1000,
2014-03-14,23,48,1000,2
2014-03-15,0,46,1000,
2014-03-15,1,45,1000,
2014-03-15,2,44,1000,
2014-03-15,3,43,0,
2014-03-15,4,41,0,
2014-03-15,5,41,0,
2014-03-15,6,39,250,
2014-03-15,7,40,500,
2014-03-15,8,43,500,
2014-03-15,9,44,500,
2014-03-15,10,46,500,
2014-03-15,11,48,500,
2014-03-15,12,50,250,
2014-03-15,13,52,250,
2014-03-15,14,53,250,
2014-03-15,15,52,500,
2014-03-15,16,52,500,
2014-03-15,17,50,750,
2014-03-15,18,47,1000,
2014-03-15,19,44,250,
2014-03-15,20,41,0,
2014-03-15,21,40,500,
2014-03-15,22,38,250,
2014-03-15,23,36,0,
2014-03-16,0,34,250,
2014-03-16,1,33,0,
2014-03-16,2,32,0,
2014-03-16,3,31,250,
2014-03-16,4,30,250,
2014-03-16,5,28,750,
2014-03-16,6,27,500,
2014-03-16,7,27,1000,
2014-03-16,8,27,1000,
2014-03-16,9,28,1000,
2014-03-16,10,29,1000,
2014-03-16,11,29,1000,
2014-03-16,12,30,1000,
2014-03-16,13,30,1000,
2014-03-16,14,31,1000,
2014-03-16,15,30,750,
2014-03-16,16,29,750,
2014-03-16,17,28,1000,
2014-03-16,18,27,1000,
2014-03-16,19,27,1000,
2014-03-16,20,26,1000,
2014-03-16,21,26,750,
2014-03-16,22,26,750,
2014-03-16,23,24,1000,
2014-03-17,0,24,750,
2014-03-17,1,23,750,
2014-03-17,2,23,750,
2014-03-17,3,22,1000,
2014-03-17,4,22,750,
2014-03-17,5,22,750,
2014-03-17,6,22,750,
2014-03-17,7,22,1000,
2014-03-17,8,24,1000,
2014-03-17,9,27,1000,
2014-03-17,10,29,1000,
2014-03-17,11,34,1000,
2014-03-17,12,36,1000,
2014-03-17,13,38,1000,
2014-03-17,14,39,1000,
2014-03-17,15,40,1000,
2014-03-17,16,40,1000,
2014-03-17,17,40,1000,
2014-03-17,18,39,1000,
2014-03-17,19,39,1000,
2014-03-17,20,39,1000,
2014-03-17,21,38,1000,
2014-03-17,22,36,1000,
2014-03-17,23,34,500,
2014-03-18,0,35,750,
2014-03-18,1,36,1000,
2014-03-18,2,36,1000,
2014-03-18,3,35,1000,
2014-03-18,4,33,250,
2014-03-18,5,32,0,
2014-03-18,6,31,0,
2014-03-18,7,35,250,
2014-03-18,8,39,250,
2014-03-18,9,44,500,
2014-03-18,10,47,250,
2014-03-18,11,49,250,
2014-03-18,12,52,250,
2014-03-18,13,52,0,
2014-03-18,14,56,750,
2014-03-18,15,57,750,
2014-03-18,16,56,750,
2014-03-18,17,57,500,
2014-03-18,18,55,500,
2014-03-18,19,51,500,
2014-03-18,20,50,500,
2014-03-18,21,49,500,
2014-03-18,22,49,250,
2014-03-18,23,49,0,
2014-03-19,0,48,0,
2014-03-19,1,46,0,
2014-03-19,2,46,750,
2014-03-19,3,47,1000,
2014-03-19,4,47,1000,
2014-03-19,5,48,1000,
2014-03-19,6,48,1000,
2014-03-19,7,48,1000,
2014-03-19,8,47,1000,4
2014-03-19,9,47,1000,15
2014-03-19,10,48,1000,13
2014-03-19,11,48,1000,1
2014-03-19,12,48,1000,
2014-03-19,13,50,1000,
2014-03-19,14,51,1000,
2014-03-19,15,52,1000,2
2014-03-19,16,53,750,
2014-03-19,17,51,1000,1
2014-03-19,18,50,750,1
2014-03-19,19,48,1000,
2014-03-19,20,44,1000,
2014-03-19,21,43,1000,
2014-03-19,22,42,1000,
2014-03-19,23,41,1000,
2014-03-20,0,39,1000,
2014-03-20,1,38,1000,
2014-03-20,2,37,1000,
2014-03-20,3,37,1000,
2014-03-20,4,37,1000,
2014-03-20,5,36,1000,
2014-03-20,6,35,1000,
2014-03-20,7,35,1000,
2014-03-20,8,35,750,
2014-03-20,9,36,1000,
2014-03-20,10,38,750,
2014-03-20,11,40,750,
2014-03-20,12,44,750,
2014-03-20,13,45,750,
2014-03-20,14,46,1000,
2014-03-20,15,47,1000,
2014-03-20,16,44,1000,
2014-03-20,17,44,750,
2014-03-20,18,43,1000,
2014-03-20,19,43,1000,
2014-03-20,20,43,1000,
2014-03-20,21,41,750,
2014-03-20,22,40,1000,
2014-03-20,23,37,750,
2014-03-21,0,36,500,
2014-03-21,1,37,1000,
2014-03-21,2,36,750,
2014-03-21,3,36,750,
2014-03-21,4,36,1000,
2014-03-21,5,36,1000,
2014-03-21,6,36,1000,
2014-03-21,7,37,1000,
2014-03-21,8,39,750,
2014-03-21,9,45,250,
2014-03-21,10,49,500,
2014-03-21,11,51,500,
2014-03-21,12,55,250,
2014-03-21,13,59,250,
2014-03-21,14,61,500,
2014-03-21,15,66,500,
2014-03-21,16,67,500,
2014-03-21,17,66,500,
2014-03-21,18,64,750,
2014-03-21,19,60,750,
2014-03-21,20,59,750,
2014-03-21,21,60,750,
2014-03-21,22,60,750,
2014-03-21,23,59,750,
2014-03-22,0,57,1000,
2014-03-22,1,56,1000,
2014-03-22,2,55,1000,
2014-03-22,3,54,750,
2014-03-22,4,50,750,
2014-03-22,5,48,750,
2014-03-22,6,45,750,
2014-03-22,7,45,500,
2014-03-22,8,43,750,
2014-03-22,9,43,1000,
2014-03-22,10,43,1000,
2014-03-22,11,46,1000,
2014-03-22,12,47,1000,
2014-03-22,13,48,1000,
2014-03-22,14,48,1000,
2014-03-22,15,48,1000,
2014-03-22,16,45,1000,
2014-03-22,17,44,1000,
2014-03-22,18,42,1000,
2014-03-22,19,42,1000,
2014-03-22,20,41,1000,
2014-03-22,21,40,500,
2014-03-22,22,39,750,
2014-03-22,23,39,1000,
2014-03-23,0,38,1000,
2014-03-23,1,38,1000,
2014-03-23,2,37,1000,
2014-03-23,3,36,1000,
2014-03-23,4,34,1000,
2014-03-23,5,33,1000,
2014-03-23,6,31,1000,
2014-03-23,7,30,750,
2014-03-23,8,30,1000,
2014-03-23,9,31,1000,
2014-03-23,10,31,1000,
2014-03-23,11,33,750,
2014-03-23,12,34,750,
2014-03-23,13,34,750,
2014-03-23,14,35,500,
2014-03-23,15,35,500,
2014-03-23,16,34,500,
2014-03-23,17,32,750,
2014-03-23,18,30,500,
2014-03-23,19,29,500,
2014-03-23,20,29,750,
2014-03-23,21,28,750,
2014-03-23,22,26,250,
2014-03-23,23,25,0,
2014-03-24,0,24,0,
2014-03-24,1,23,0,
2014-03-24,2,22,0,
2014-03-24,3,22,0,
2014-03-24,4,22,0,
2014-03-24,5,22,0,
2014-03-24,6,21,250,
2014-03-24,7,24,500,
2014-03-24,8,26,250,
2014-03-24,9,29,500,
2014-03-24,10,31,500,
2014-03-24,11,32,500,
2014-03-24,12,33,500,
2014-03-24,13,36,500,
2014-03-24,14,37,500,
2014-03-24,15,37,750,
2014-03-24,16,38,750,
2014-03-24,17,36,750,
2014-03-24,18,34,750,
2014-03-24,19,34,750,
2014-03-24,20,33,750,
2014-03-24,21,31,750,
2014-03-24,22,30,1000,
2014-03-24,23,30,1000,
2014-03-25,0,30,1000,
2014-03-25,1,29,1000,
2014-03-25,2,29,1000,
2014-03-25,3,28,1000,
2014-03-25,4,27,1000,
2014-03-25,5,27,1000,
2014-03-25,6,27,1000,
2014-03-25,7,29,1000,
2014-03-25,8,32,1000,
2014-03-25,9,34,500,
2014-03-25,10,35,750,
2014-03-25,11,38,1000,
2014-03-25,12,37,1000,
2014-03-25,13,38,1000,
2014-03-25,14,36,1000,
2014-03-25,15,31,750,1
2014-03-25,16,32,750,
2014-03-25,17,31,750,
2014-03-25,18,29,500,
2014-03-25,19,29,250,
2014-03-25,20,28,1000,
2014-03-25,21,26,500,
2014-03-25,22,24,250,
2014-03-25,23,23,0,
2014-03-26,0,22,500,
2014-03-26,1,21,500,
2014-03-26,2,20,0,
2014-03-26,3,18,0,
2014-03-26,4,17,0,
2014-03-26,5,18,0,
2014-03-26,6,18,250,
2014-03-26,7,20,0,
2014-03-26,8,23,250,
2014-03-26,9,25,250,
2014-03-26,10,28,250,
2014-03-26,11,29,250,
2014-03-26,12,32,500,
2014-03-26,13,34,500,
2014-03-26,14,35,500,
2014-03-26,15,36,250,
2014-03-26,16,36,0,
2014-03-26,17,35,0,
2014-03-26,18,34,250,
2014-03-26,19,32,0,
2014-03-26,20,32,0,
2014-03-26,21,31,0,
2014-03-26,22,30,250,
2014-03-26,23,30,250,
2014-03-27,0,30,0,
2014-03-27,1,30,0,
2014-03-27,2,30,0,
2014-03-27,3,30,0,
2014-03-27,4,30,500,
2014-03-27,5,31,1000,
2014-03-27,6,32,750,
2014-03-27,7,35,1000,
2014-03-27,8,38,1000,
2014-03-27,9,42,1000,
2014-03-27,10,44,1000,
2014-03-27,11,47,1000,
2014-03-27,12,46,1000,
2014-03-27,13,48,1000,
2014-03-27,14,48,1000,
2014-03-27,15,50,1000,
2014-03-27,16,52,1000,
2014-03-27,17,52,1000,
2014-03-27,18,53,1000,
2014-03-27,19,55,1000,
2014-03-27,20,57,1000,
2014-03-27,21,58,1000,
2014-03-27,22,59,750,
2014-03-27,23,58,750,
2014-03-28,0,57,1000,
2014-03-28,1,56,1000,
2014-03-28,2,52,1000,1
2014-03-28,3,52,1000,
2014-03-28,4,51,1000,
2014-03-28,5,51,750,1
2014-03-28,6,53,750,
2014-03-28,7,54,750,
2014-03-28,8,56,1000,
2014-03-28,9,56,1000,
2014-03-28,10,57,1000,
2014-03-28,11,58,1000,
2014-03-28,12,58,1000,
2014-03-28,13,61,750,
2014-03-28,14,59,750,
2014-03-28,15,56,1000,
2014-03-28,16,54,1000,
2014-03-28,17,53,1000,
2014-03-28,18,51,1000,
2014-03-28,19,50,1000,
2014-03-28,20,47,500,
2014-03-28,21,43,250,
2014-03-28,22,41,0,
2014-03-28,23,40,500,
2014-03-29,0,39,750,
2014-03-29,1,39,0,
2014-03-29,2,39,250,
2014-03-29,3,40,500,
2014-03-29,4,40,750,
2014-03-29,5,39,750,
2014-03-29,6,40,1000,
2014-03-29,7,41,1000,
2014-03-29,8,40,1000,
2014-03-29,9,38,1000,9
2014-03-29,10,38,1000,17
2014-03-29,11,37,1000,34
2014-03-29,12,37,1000,26
2014-03-29,13,37,1000,4
2014-03-29,14,37,1000,7
2014-03-29,15,37,1000,4
2014-03-29,16,36,1000,6
2014-03-29,17,34,1000,6
2014-03-29,18,34,0,5
2014-03-29,19,34,1000,4
2014-03-29,20,34,1000,1
2014-03-29,21,34,1000,
2014-03-29,22,34,1000,1
2014-03-29,23,34,1000,
2014-03-30,0,34,1000,
2014-03-30,1,34,1000,
2014-03-30,2,34,1000,
2014-03-30,3,33,1000,
2014-03-30,4,33,1000,
2014-03-30,5,32,500,
2014-03-30,6,31,500,
2014-03-30,7,32,250,
2014-03-30,8,33,250,
2014-03-30,9,35,250,
2014-03-30,10,38,0,
2014-03-30,11,42,0,
2014-03-30,12,43,0,
2014-03-30,13,45,0,
2014-03-30,14,48,0,
2014-03-30,15,48,0,
2014-03-30,16,49,0,
2014-03-30,17,49,0,
2014-03-30,18,47,0,
2014-03-30,19,45,0,
2014-03-30,20,41,0,
2014-03-30,21,40,0,
2014-03-30,22,37,0,
2014-03-30,23,35,0,
2014-03-31,0,34,0,
2014-03-31,1,33,0,
2014-03-31,2,31,0,
2014-03-31,3,32,0,
2014-03-31,4,32,0,
2014-03-31,5,32,250,
2014-03-31,6,32,250,
2014-03-31,7,36,250,
2014-03-31,8,42,250,
2014-03-31,9,49,500,
2014-03-31,10,52,500,
2014-03-31,11,55,500,
2014-03-31,12,58,500,
2014-03-31,13,61,750,
2014-03-31,14,62,750,
2014-03-31,15,63,750,
2014-03-31,16,64,750,
2014-03-31,17,63,750,
2014-03-31,18,60,750,
2014-03-31,19,56,750,
2014-03-31,20,55,500,
2014-03-31,21,54,250,
2014-03-31,22,53,250,
2014-03-31,23,53,250,
